NH3_ug_m3,temperature_C,humidity_%,SO2_ug_m3
8.214,33.09,61.39,10.741
10.259,29.28,56.03,9.841
10.323,28.01,65.87,11.237
9.913,28.79,63.34,11.206
9.754,27.07,55.71,9.264
9.387,25.67,55.86,9.623
11.043,26.3,58.33,10.671
9.348,24.06,65.62,7.095
6.664,21.73,56.56,11.609
8.823,21.07,49.34,7.862
9.457,20.47,54.06,8.845
5.516,21.97,45.21,10.178
8.577,20.72,46.85,9.757
9.384,19.44,46.79,10.283
10.241,22.33,48.08,13.529
11.301,21.58,50.31,10.074
8.757,27.25,48.19,9.921
9.779,24.76,40.42,12.814
4.206,27.02,43.92,11.415
8.673,28.73,46.51,11.473
11.412,29.11,46.43,11.942
7.465,29.9,48.06,9.364
9.211,31.26,44.18,11.446
9.1,32.75,48.53,11.632
8.782,31.67,53.6,9.497
8.271,32.03,44.76,9.892
9.732,28.2,61.36,9.493
8.277,28.8,54.57,10.058
11.117,27.4,63.61,10.922
8.052,26.34,63.53,13.113
12.531,26.28,58.69,12.281
9.69,23.16,64.07,9.33
9.193,21.9,61.77,7.744
8.884,22.23,55.9,9.352
6.911,18.96,53.52,7.898
9.822,20.65,57.76,8.052
10.044,20.95,52.22,9.783
9.825,20.5,53.55,11.687
9.926,23.67,38.15,8.816
9.474,22.16,46.83,12.454
10.631,24.48,39.33,10.489
5.959,26.29,45.26,9.532
6.534,28.86,48.5,11.786
9.392,28.43,53.4,13.137
9.856,30.6,43.96,11.314
11.965,31.11,47.26,11.152
6.788,30.92,50.91,8.884
10.912,29.63,49.47,11.322
10.762,29.05,59.35,10.946
12.416,30.4,57.09,15.457
8.424,28.82,59.51,10.942
11.641,29.54,62.78,11.8
10.234,28.13,60.81,10.837
10.107,25.72,58.1,12.559
10.229,23.25,60.84,13.286
9.259,24.05,56.87,10.547
8.833,21.18,59.46,8.955
9.301,20.7,61.36,11.468
9.972,19.93,50.74,11.539
10.814,20.79,47.47,10.725
9.198,22.53,51.73,10.323
7.051,21.62,46.53,10.571
7.898,21.88,48.07,11.857
9.775,21.62,47.95,8.03
6.635,25.32,37.3,12.23
7.181,25.02,48.36,10.922
8.902,27.39,41.19,16.502
9.312,28.03,46.58,11.76
7.873,30.49,45.31,10.769
9.387,30.09,47.39,9.89
12.187,30.71,58.31,13.892
10.63,31.53,54.88,11.098
10.595,33.31,59.29,8.272
9.655,31.35,58.2,8.009
7.348,29.38,61.74,11.017
10.459,28.46,62.2,8.427
11.492,26.62,62.35,11.796
10.276,24.81,66.03,10.571
9.751,23.99,61.95,10.411
9.614,22.53,69.67,9.234
10.104,23.2,63.1,11.775
10.43,20.34,53.04,8.549
7.904,22.72,54.96,9.96
7.956,21.87,55.42,6.506
9.289,21.16,51.94,8.671
8.253,21.63,52.58,9.329
11.172,21.76,51.37,13.306
8.169,23.79,41.47,10.227
6.586,25.98,51.23,10.775
7.867,25.12,43.85,13.043
8.044,25.42,43.72,10.229
10.237,29.31,44.51,10.767
7.26,29.89,51.41,12.51
8.316,28.95,48.77,11.451
11.113,29.91,49.11,12.618
9.811,29.93,52.14,12.23
11.135,29.92,48.73,9.992
11.342,29.91,54.47,12.2
9.313,29.18,54.53,11.574
8.871,27.68,59.69,12.501
10.268,26.35,64.22,7.789
11.712,25.69,64.05,11.624
8.289,24.87,66.59,10.0
10.565,23.08,64.9,7.168
10.085,23.82,57.38,8.257
7.635,22.24,57.91,10.668
9.811,19.23,55.77,8.586
8.579,21.6,45.47,6.468
10.05,21.87,47.13,11.289
9.541,21.12,49.4,8.658
6.675,20.64,47.72,7.915
6.206,23.48,49.19,9.27
3.416,24.67,48.2,10.146
11.165,24.63,38.99,10.489
9.384,25.53,48.42,9.995
9.244,28.37,47.86,12.556
6.685,29.23,50.91,12.17
7.284,29.8,54.34,10.876
7.079,30.7,51.43,9.243
9.479,29.65,59.05,12.287
9.105,30.28,52.58,10.64
9.644,30.94,54.29,14.97
10.927,29.09,61.44,13.499
10.642,26.47,59.52,10.042
10.9,26.7,62.84,8.11
10.47,24.69,70.04,9.786
10.912,25.0,63.37,12.491
10.101,23.86,61.85,10.95
9.657,20.45,56.25,9.033
8.826,22.56,51.27,6.302
7.309,19.81,55.85,9.731
8.812,22.85,58.58,11.409
7.882,21.09,50.95,11.533
7.543,20.16,51.91,8.283
9.627,21.08,54.36,11.05
8.7,23.9,52.99,6.499
5.915,24.22,48.3,13.677
6.456,25.87,46.99,10.547
10.284,29.21,40.51,11.533
9.114,27.64,44.86,13.315
9.254,29.59,47.53,8.475
8.362,32.02,46.9,12.102
10.516,31.14,53.23,14.628
10.119,29.06,61.95,9.838
11.425,31.42,62.45,11.716
9.757,28.92,59.28,11.911
11.335,31.21,63.08,11.893
8.094,27.5,58.32,9.867
10.528,30.84,67.89,12.535
9.451,27.74,56.06,7.982
9.068,23.73,65.69,8.884
7.039,23.51,63.22,7.57
9.094,23.35,56.94,11.922
11.42,22.59,57.47,9.26
8.874,21.68,51.84,8.704
8.959,22.49,50.18,8.836
6.549,21.01,46.11,10.49
8.743,21.22,53.62,10.92
10.947,22.04,53.71,12.437
9.467,24.52,38.97,8.619
7.974,25.13,54.17,9.605
9.066,26.34,46.5,10.279
7.302,28.24,47.98,10.214
7.001,26.03,41.73,11.369
7.933,29.9,54.17,11.718
10.164,30.58,51.35,10.374
8.424,32.82,57.03,12.872
8.576,29.16,59.43,12.636
10.361,32.69,61.96,12.406
9.334,30.41,55.95,10.361
9.452,30.11,59.37,10.094
6.624,30.5,59.03,10.117
9.703,27.96,65.86,9.845
11.63,26.47,63.88,9.167
9.741,24.99,66.55,7.233
11.28,22.91,65.93,11.004
9.162,22.42,53.3,11.182
11.599,20.8,63.95,9.927
6.915,21.11,60.42,9.527
10.232,18.19,53.31,10.421
8.595,21.68,54.12,9.063
9.353,21.52,50.29,11.576
8.47,22.06,51.6,10.23
10.447,23.76,46.38,11.049
8.84,22.98,48.98,10.689
8.158,28.31,47.06,11.554
11.804,27.17,45.33,13.495
6.989,28.32,48.62,12.59
8.85,28.37,59.96,12.801
9.228,30.35,48.05,7.747
10.299,32.49,51.72,8.453
8.782,32.24,52.12,11.193
8.554,31.85,54.61,12.277
10.33,30.98,62.05,10.343
9.314,29.1,63.31,9.694
7.618,26.75,61.69,9.038
9.286,27.05,66.62,12.407
11.735,25.71,65.96,9.252
11.466,25.96,61.87,7.993
12.355,23.87,55.58,9.265
7.71,24.39,63.76,7.724
9.114,23.1,59.47,8.719
10.027,20.62,56.95,9.277
8.743,18.84,53.17,7.942
8.033,22.83,55.94,7.875
7.961,23.3,52.43,7.66
9.919,20.82,48.43,9.902
8.483,25.31,43.2,13.72
10.221,25.16,51.58,10.349
8.083,26.19,49.45,10.994
8.892,29.23,48.33,12.032
9.486,30.11,37.48,13.109
8.254,30.32,49.22,11.905
8.762,30.9,50.07,12.684
8.786,31.57,50.49,13.279
8.498,30.52,58.05,11.975
10.076,30.76,59.96,10.735
10.734,29.25,60.78,13.895
8.317,29.13,64.84,8.651
9.903,28.06,57.87,8.175
11.86,26.53,60.94,11.125
8.756,26.16,63.33,11.31
10.236,24.32,60.27,11.009
10.943,24.1,64.87,10.176
10.047,20.52,58.6,11.792
8.948,21.53,64.23,6.894
9.221,21.33,53.38,10.727
8.061,20.63,63.8,7.487
13.222,20.96,61.32,9.313
8.025,19.77,50.9,7.634
8.786,22.89,54.2,10.685
7.003,24.28,46.75,10.154
10.103,25.3,51.6,11.001
7.712,27.25,46.57,12.544
7.092,27.54,42.41,13.702
9.442,29.07,34.22,12.853
6.918,29.72,48.54,10.323
7.82,31.16,52.39,13.842
9.932,28.94,58.53,9.388
10.115,29.93,55.42,14.09
9.163,32.73,61.36,13.818
9.201,27.38,57.46,13.219
9.707,29.37,59.58,12.265
9.374,29.91,66.42,10.18
6.703,27.18,53.14,13.342
11.286,25.51,63.33,9.897
9.854,24.86,61.4,7.929
11.555,23.08,67.65,9.585
10.715,22.5,58.82,9.584
10.559,20.85,61.34,5.602
9.2,22.5,61.03,8.832
11.11,22.71,49.55,7.751
7.403,21.01,52.89,10.487
10.564,20.01,49.79,7.374
11.343,21.84,53.65,10.503
7.021,23.28,51.29,10.273
9.31,25.31,46.86,8.989
7.822,24.79,43.33,12.767
7.756,26.37,51.95,11.762
10.241,29.11,48.32,13.555
9.101,30.66,43.39,11.803
8.79,29.58,45.39,13.76
10.498,29.23,55.2,14.729
8.64,34.94,50.42,12.467
9.578,31.77,65.03,10.984
9.838,30.01,55.77,12.178
12.171,30.58,61.18,9.277
10.583,28.35,63.09,8.67
9.969,28.33,60.33,10.743
8.375,26.19,54.56,10.371
10.582,24.82,64.01,12.507
10.005,23.36,59.44,9.057
10.899,20.73,61.64,9.067
9.756,24.0,59.03,10.473
8.595,20.04,58.65,10.291
10.033,19.37,62.02,9.681
8.715,20.91,51.51,6.969
9.902,20.51,49.89,7.938
8.2,22.4,43.45,9.014
9.887,24.32,48.06,9.563
9.249,25.9,49.68,11.219
9.394,26.98,45.83,10.772
7.087,26.92,49.71,10.673
6.715,28.56,48.13,10.84
8.713,30.02,44.9,10.145
9.785,28.22,53.02,10.179
8.469,31.51,52.87,9.469
8.232,29.25,56.26,10.87
9.473,33.28,55.57,11.493
12.411,29.84,57.15,11.683
10.051,29.31,62.05,9.322
8.621,27.57,61.77,7.871
10.038,26.54,70.39,10.943
13.237,28.73,66.96,12.545
9.629,25.83,65.68,8.85
11.469,21.64,61.99,9.254
10.401,24.27,53.32,7.649
11.746,23.1,56.54,8.682
9.595,20.83,55.25,11.293
7.09,21.36,54.92,8.843
10.777,21.15,53.81,8.587
8.458,24.03,54.64,9.834
8.871,21.5,51.45,12.715
9.84,23.67,53.73,12.352
9.973,24.19,47.04,9.164
10.121,24.27,49.05,10.473
8.816,29.92,49.66,10.727
8.0,27.08,50.07,10.275
11.245,29.79,55.49,11.935
10.597,28.24,55.23,10.045
8.636,30.34,48.67,12.73
8.878,31.5,55.56,13.127
8.875,29.83,58.03,11.129
9.973,31.03,68.62,8.936
10.089,29.21,60.35,11.478
10.476,29.89,59.01,8.386
10.416,28.92,65.5,9.294
9.205,25.29,66.0,7.434
9.198,24.79,63.45,6.188
9.69,23.71,62.06,9.678
8.153,23.2,65.47,11.019
6.296,21.68,56.6,9.707
11.553,21.39,56.72,10.256
8.221,20.7,54.18,7.096
9.765,21.3,58.57,5.179
10.594,23.22,53.41,11.029
9.189,23.23,46.35,9.858
9.742,24.33,45.48,9.93
10.477,25.56,56.03,9.052
6.174,25.8,52.6,8.679
10.592,27.66,51.9,9.11
11.027,27.19,49.39,12.02
10.621,31.05,56.64,12.318
11.132,26.98,47.85,9.447
8.98,30.71,57.21,12.693
8.404,32.36,54.49,7.942
9.081,29.18,57.34,6.418
8.032,30.8,63.17,10.652
9.575,28.71,61.35,10.347
10.673,28.05,61.46,10.821
9.188,28.42,62.01,9.712
11.053,26.23,56.32,6.922
9.483,22.25,67.05,11.529
9.809,22.32,59.17,8.98
10.762,23.62,69.36,8.981
9.479,22.2,59.12,10.773
9.357,23.26,63.57,6.835
8.407,23.0,49.28,11.484
8.718,20.74,57.37,9.212
10.94,24.65,56.47,7.864
10.244,22.47,56.07,9.153
9.394,22.33,43.48,11.8
10.863,23.93,45.98,12.202
8.382,23.27,50.82,12.41
6.956,29.2,49.38,7.76
8.87,30.39,50.76,11.398
9.771,28.3,49.42,10.006
8.102,30.04,58.72,11.425
10.196,30.93,64.88,11.351
7.321,29.83,56.93,7.003
11.215,28.7,60.4,11.508
9.985,30.06,60.74,7.797
8.708,29.13,67.31,11.278
9.353,28.01,66.76,7.676
9.189,27.54,59.98,9.527
10.118,27.7,62.07,10.382
9.76,24.32,60.21,8.932
9.324,23.69,74.22,9.59
6.796,23.32,64.71,8.61
10.028,22.32,58.13,10.907
9.472,20.41,55.88,6.758
9.784,21.09,59.99,8.354
9.594,21.8,58.32,8.213
7.203,20.29,55.96,10.729
8.658,23.95,49.41,10.705
11.073,25.19,51.06,8.997
9.188,23.81,49.48,6.998
10.52,26.2,45.02,12.478
10.141,28.04,45.33,10.29
8.58,27.82,51.49,9.784
9.972,30.09,51.9,13.346
6.817,30.5,54.98,11.653
10.116,29.04,57.86,11.852
8.305,31.52,62.77,12.381
9.339,29.48,55.73,10.345
9.233,31.43,63.29,11.137
10.822,28.7,65.42,9.982
10.147,28.28,62.45,9.353
14.917,28.91,64.98,8.964
11.705,26.57,63.62,9.153
12.949,23.38,72.93,10.965
7.303,22.25,64.12,7.943
10.956,21.72,64.23,9.241
10.328,22.12,59.71,11.219
11.727,21.57,56.92,9.22
8.761,19.95,51.81,9.751
7.664,19.73,59.35,11.835
6.059,21.97,56.09,11.792
9.964,22.21,50.16,12.92
7.148,26.05,46.49,12.148
10.438,24.71,50.01,11.121
7.24,28.14,47.03,10.014
8.92,25.85,48.4,10.819
6.584,26.57,45.04,10.24
9.491,28.15,52.23,11.259
9.291,31.72,53.97,11.761
7.596,32.9,59.33,9.724
11.224,30.02,56.42,11.653
9.274,30.24,57.76,11.035
10.442,28.89,54.79,12.279
9.37,27.32,67.08,7.938
9.856,29.32,67.52,10.73
10.816,27.52,64.86,7.191
10.62,25.97,59.7,8.195
10.369,22.99,59.89,9.469
8.629,25.43,61.76,8.973
9.751,21.82,66.54,8.163
9.424,22.27,62.18,10.226
9.158,19.39,53.12,7.512
10.151,20.72,58.89,8.283
8.817,21.47,51.85,10.515
9.486,22.01,51.18,8.972
9.689,22.6,55.5,14.428
7.118,24.04,53.41,9.318
8.645,23.3,53.92,11.366
7.175,26.19,49.18,7.771
10.161,27.38,53.08,12.245
10.558,28.73,48.0,11.122
7.81,29.57,50.59,11.754
7.315,28.75,51.97,12.058
10.569,29.2,55.3,11.983
10.799,28.29,52.13,10.058
8.884,31.76,58.44,10.972
10.166,31.27,67.08,8.802
8.818,30.5,58.56,10.926
11.255,28.82,58.88,11.368
10.675,24.68,60.01,11.5
8.192,24.72,75.92,11.613
12.215,24.86,66.86,10.059
7.906,23.61,63.12,5.703
12.138,22.15,63.2,6.509
10.011,22.06,62.18,9.886
12.471,21.13,56.78,8.717
9.966,21.08,55.46,8.15
9.748,20.34,54.83,6.745
9.034,22.78,50.63,10.877
8.921,21.88,50.28,9.665
9.586,21.84,52.01,8.556
10.681,23.71,45.81,10.54
9.695,25.52,59.97,8.074
11.714,28.42,52.81,12.403
6.525,28.38,45.52,9.034
10.502,29.25,41.96,13.43
5.714,28.77,50.78,11.159
6.911,31.71,58.19,14.963
10.09,30.15,59.49,9.347
8.913,30.64,59.15,10.397
9.206,32.04,59.12,13.741
12.451,30.08,59.57,12.074
11.019,26.48,62.85,12.232
12.056,25.1,61.21,9.908
13.245,25.86,63.93,8.734
10.788,23.18,70.58,10.233
10.705,24.21,61.37,10.109
12.199,22.45,65.63,9.85
12.223,21.8,64.58,10.882
11.107,20.26,55.28,9.033
8.955,23.01,54.41,8.061
10.321,24.5,59.99,7.193
8.926,21.25,50.08,6.761
8.769,22.81,51.9,7.931
7.823,23.53,59.01,11.157
10.022,24.31,53.97,11.8
8.342,24.92,50.12,9.337
10.352,25.91,53.42,9.632
7.737,27.06,50.63,12.13
9.853,29.94,56.2,10.997
8.777,29.62,45.6,11.889
8.637,27.65,55.15,11.8
11.481,31.45,49.44,11.474
10.714,30.7,60.5,8.489
10.255,31.86,60.84,12.278
9.403,29.9,68.88,11.757
10.645,26.64,67.56,9.945
12.42,24.54,63.41,9.976
13.289,25.05,64.16,7.746
10.202,23.87,67.03,10.069
8.88,24.55,62.42,9.88
11.119,22.37,63.31,13.538
11.157,22.95,67.05,9.232
11.191,19.5,56.54,8.041
12.584,22.06,56.25,7.044
10.04,21.94,54.74,7.666
10.661,19.15,66.67,8.029
9.968,23.95,54.81,8.559
6.354,23.51,55.64,6.492
8.454,25.08,53.38,9.759
7.536,24.86,53.38,9.535
7.759,28.72,52.2,13.931
10.93,26.98,52.57,11.034
7.663,30.43,46.58,12.64
11.255,31.21,55.47,10.961
9.954,29.56,55.53,10.06
6.816,33.28,60.22,11.212
8.283,31.01,59.83,9.598
10.629,31.01,65.09,13.01
9.31,27.6,67.45,10.699
8.667,30.94,53.32,11.285
10.414,25.72,64.03,12.287
10.639,27.13,58.61,9.182
10.093,23.41,66.72,11.525
7.455,22.66,63.76,4.618
7.615,23.31,69.12,4.383
9.288,22.8,62.87,8.627
10.594,19.54,58.17,6.566
11.026,22.19,62.05,8.965
11.016,22.3,54.95,5.976
10.973,20.42,52.3,7.984
10.129,24.26,54.21,8.673
11.386,21.63,57.82,11.092
8.903,23.84,53.98,12.994
8.965,26.45,52.56,9.216
8.429,26.15,61.57,11.574
10.368,28.7,48.44,11.153
11.233,29.7,49.62,13.445
9.05,29.99,54.88,10.757
10.116,31.71,62.28,11.693
10.564,30.61,54.53,9.612
10.822,30.99,67.38,11.382
10.944,31.59,56.54,9.571
12.685,30.36,63.47,11.355
9.223,29.32,65.92,11.022
8.995,25.8,62.49,9.324
8.406,26.51,63.81,9.775
10.764,23.53,69.21,11.7
11.112,21.84,70.99,8.374
10.258,22.26,55.49,10.484
11.217,20.46,63.02,10.932
9.402,22.0,59.91,8.143
9.908,21.84,58.98,9.34
10.958,18.75,55.21,10.474
9.467,20.53,49.39,6.42
7.584,20.57,59.06,11.784
8.844,22.8,56.26,9.416
8.351,25.11,50.41,8.787
9.78,25.57,48.6,11.547
9.831,26.45,48.39,10.439
11.562,29.92,41.28,12.534
9.852,26.63,54.31,13.991
10.279,31.67,57.67,13.132
7.536,30.04,57.03,11.25
6.698,30.77,58.21,12.687
10.596,30.06,61.15,10.138
10.216,32.04,59.14,10.843
11.734,27.92,62.21,13.869
11.951,28.37,64.81,11.831
11.595,27.79,69.06,7.992
11.531,23.93,72.07,12.365
11.677,23.46,65.36,11.532
14.206,23.18,61.3,10.448
10.325,21.26,64.35,11.07
9.904,20.55,70.6,11.057
8.116,20.61,56.79,8.866
10.459,21.62,62.35,9.913
9.727,20.59,62.08,12.104
9.371,22.8,53.37,8.012
10.332,21.1,50.35,8.844
8.616,21.83,54.18,7.318
8.109,26.85,52.49,9.812
10.722,25.05,53.59,11.802
8.786,25.56,59.38,10.121
8.331,26.25,52.55,12.596
9.29,30.66,48.38,14.886
10.167,29.76,55.07,8.089
11.043,30.36,57.7,10.261
12.626,30.64,63.88,12.941
10.904,31.88,60.09,10.711
7.584,29.95,61.17,9.078
10.182,32.18,58.98,10.059
11.418,28.5,67.93,11.298
11.244,28.4,79.93,11.002
9.385,26.8,65.92,13.306
6.539,24.5,68.34,8.758
7.928,22.63,63.54,11.436
13.776,22.7,59.34,9.11
12.048,22.12,64.54,9.759
9.529,20.32,60.99,9.877
8.577,21.01,49.52,7.897
8.935,22.46,63.43,10.691
7.985,23.96,56.73,6.076
9.734,23.3,53.7,10.903
9.801,25.55,50.45,13.431
8.873,23.76,52.96,9.423
9.408,26.65,52.87,8.765
8.915,28.71,52.94,9.731
9.326,27.24,56.41,12.4
11.436,28.76,58.59,8.549
7.314,32.23,63.09,9.974
12.195,29.47,53.65,11.531
7.961,29.2,56.77,14.665
8.097,32.47,62.58,14.27
10.425,31.58,59.95,9.772
10.642,29.86,62.25,9.038
11.148,28.26,67.89,11.765
11.749,26.58,70.4,9.42
10.011,26.15,72.17,9.265
11.463,26.41,66.02,10.486
10.318,23.6,67.85,11.225
13.665,24.88,65.69,8.506
8.906,20.4,63.14,8.773
10.749,20.96,57.87,7.665
7.607,20.34,55.55,6.573
11.92,19.65,59.92,7.886
9.023,21.27,51.99,7.609
7.818,22.75,46.56,10.101
7.751,23.91,52.27,13.368
10.813,27.09,57.42,10.308
7.378,26.34,40.14,9.787
7.327,28.46,50.44,14.364
10.147,28.36,55.1,14.766
9.212,31.33,46.37,9.312
9.214,32.99,54.47,9.52
10.896,31.25,52.69,11.793
9.45,29.59,55.29,11.875
11.008,29.96,59.78,12.462
9.49,30.45,58.83,11.857
10.015,29.87,60.15,9.653
12.398,29.12,66.01,11.048
12.014,27.63,75.96,11.617
11.71,25.79,70.35,8.343
11.157,23.73,71.09,9.619
11.41,23.77,69.44,7.684
11.033,24.47,62.19,8.858
10.484,22.68,64.57,9.227
8.649,21.6,65.78,6.602
9.106,21.99,62.89,8.173
10.315,20.48,58.29,7.974
9.98,20.82,57.66,8.338
10.815,21.32,63.78,11.122
9.214,23.11,56.01,8.628
10.286,23.96,50.59,10.0
9.691,27.21,51.28,6.271
12.877,26.48,47.64,10.779
9.65,27.29,62.04,9.758
8.631,31.62,60.34,12.56
7.82,29.54,55.91,9.821
8.868,30.77,66.23,7.753
9.685,31.3,62.11,10.38
12.522,29.22,59.93,13.442
8.84,31.57,67.21,11.274
8.282,30.06,66.83,7.429
9.926,30.13,69.86,9.708
11.465,26.23,61.83,9.509
8.648,25.87,64.34,9.5
9.507,24.51,73.26,8.889
10.318,23.57,73.28,6.901
10.378,20.47,70.9,9.465
9.141,21.56,72.46,10.494
10.24,19.21,63.96,10.818
9.663,21.16,61.87,6.684
9.428,18.34,54.12,9.27
9.622,19.17,53.52,8.729
7.825,23.17,46.23,5.58
4.671,22.57,51.62,8.272
6.699,23.25,43.88,10.37
7.718,27.25,56.16,8.753
10.715,27.41,53.66,12.025
10.175,29.27,44.81,12.657
11.702,29.06,53.42,10.511
9.397,33.27,63.71,10.097
8.37,29.83,57.27,12.861
9.999,32.82,55.85,10.306
11.202,30.48,54.77,10.978
7.479,28.07,56.82,11.23
9.289,29.84,67.64,10.269
9.571,28.6,65.03,9.758
12.575,25.76,66.16,10.019
12.528,24.62,66.12,10.027
12.03,24.4,67.01,9.168
11.697,23.65,61.86,8.652
9.129,19.23,66.76,9.852
10.55,22.66,58.15,7.882
11.427,20.3,58.89,6.391
10.176,19.1,64.14,11.5
10.931,21.99,59.53,9.638
10.966,21.34,58.84,9.991
6.712,23.62,63.04,10.704
9.635,23.72,52.93,11.88
9.466,24.4,52.46,7.922
9.452,25.51,51.04,12.185
10.532,27.57,50.6,10.513
10.116,27.7,49.13,11.205
10.639,28.21,54.78,14.555
10.08,30.76,57.52,12.451
10.675,30.35,59.67,9.923
11.194,30.73,60.35,10.371
10.469,31.83,65.87,12.165
9.612,29.89,64.21,11.307
10.969,29.25,64.12,7.777
9.598,27.47,63.32,7.212
8.984,27.51,61.63,11.693
12.223,26.11,73.94,9.352
11.849,25.48,65.03,10.699
10.444,22.5,63.32,11.858
11.88,21.61,64.08,8.96
9.884,22.31,62.98,7.023
10.138,21.17,68.72,11.916
10.102,19.57,59.04,4.917
8.405,22.4,68.82,5.918
7.539,19.29,56.61,8.527
8.412,23.07,62.93,7.757
9.252,21.64,57.0,8.076
8.118,26.63,54.07,9.104
10.042,23.81,58.67,10.137
12.921,28.34,57.12,12.165
10.253,28.06,55.97,11.18
9.794,28.76,63.97,11.023
9.529,30.21,54.36,13.399
10.45,31.25,54.3,11.684
9.285,29.58,57.65,9.296
10.742,29.51,69.43,13.12
9.568,30.77,70.16,9.607
12.062,27.15,63.91,9.26
10.835,27.46,57.86,10.267
11.352,30.6,67.26,12.784
9.505,24.5,64.3,7.45
10.971,25.74,66.11,6.473
9.897,22.46,63.07,9.291
11.478,22.74,59.57,8.546
11.475,22.12,71.89,9.918
8.639,22.19,59.69,10.11
11.829,20.39,66.26,10.459
11.043,23.18,57.66,8.817
10.59,20.59,52.09,6.999
10.737,22.37,56.99,10.951
10.611,23.42,52.12,12.828
9.176,22.99,52.06,10.983
10.804,25.28,53.19,10.827
11.122,27.11,49.64,10.427
10.26,27.61,47.2,11.243
10.908,32.09,54.75,12.981
7.47,28.95,60.47,11.404
10.062,31.87,54.94,12.458
9.906,31.65,61.23,13.285
8.318,30.44,68.71,9.801
10.4,28.92,64.25,10.822
10.855,28.24,66.61,10.496
12.792,27.5,67.76,13.267
12.384,24.78,65.61,12.653
9.981,24.42,64.64,11.14
10.451,22.55,64.38,9.366
10.843,24.74,69.01,10.361
11.133,22.83,69.3,8.688
11.43,22.24,67.83,6.765
11.518,21.5,61.17,9.0
10.415,20.79,65.24,10.524
9.364,22.51,60.03,9.42
11.222,20.53,57.15,10.14
9.043,22.18,41.86,8.338
10.001,23.99,50.67,11.786
9.333,22.71,47.06,12.219
11.822,29.31,55.38,12.731
11.081,26.92,53.52,12.867
9.635,28.26,49.65,9.239
10.153,30.63,56.43,7.669
9.259,31.02,51.18,11.256
9.182,30.46,54.62,11.757
10.466,30.75,58.03,7.68
12.207,28.61,65.1,10.325
10.571,29.25,70.47,13.226
10.448,29.75,64.18,10.788
10.895,28.62,73.09,8.446
8.808,28.35,68.79,9.824
10.862,25.44,69.81,9.366
11.145,22.63,68.34,8.7
8.912,24.36,67.01,9.109
12.922,23.78,68.28,8.956
12.97,22.34,67.83,9.819
9.711,20.56,59.4,8.528
10.143,21.8,60.37,5.537
9.094,24.84,65.73,9.046
10.411,21.36,57.84,9.579
10.942,20.44,56.62,9.903
11.421,22.35,58.87,9.119
10.725,25.01,51.4,10.988
9.283,23.63,52.99,10.079
8.713,27.05,56.67,10.851
12.419,28.51,59.16,11.328
8.715,30.93,46.01,9.804
11.957,31.45,54.18,11.268
9.576,31.42,55.06,12.544
7.983,27.96,60.63,8.923
11.205,31.49,59.51,10.249
12.343,30.73,67.78,10.83
9.835,29.39,67.47,11.937
11.654,25.97,71.61,9.049
11.519,25.91,72.67,8.713
11.799,24.15,71.84,10.597
11.898,21.84,67.51,9.947
10.295,23.05,68.47,9.783
11.551,21.06,64.94,7.375
9.295,24.37,59.67,9.41
12.675,20.52,67.01,10.993
9.458,22.06,61.05,6.592
13.412,18.8,53.3,8.471
10.974,20.54,59.53,8.868
10.326,22.09,54.83,9.176
8.908,21.92,46.22,10.329
9.463,23.71,48.16,7.789
11.045,25.25,50.58,7.32
9.339,26.52,54.5,10.428
9.877,30.24,57.61,11.013
8.512,29.5,58.74,11.407
10.544,30.42,59.8,11.391
9.697,30.99,59.18,11.444
11.426,31.25,68.27,8.428
8.727,30.24,66.26,11.019
9.581,29.46,66.27,8.998
12.499,29.25,69.31,8.139
11.851,29.4,66.72,10.632
11.719,28.16,68.88,10.684
8.615,25.22,61.06,6.38
11.451,25.14,67.57,8.101
11.734,22.78,75.35,10.312
11.921,22.02,67.64,7.847
7.74,20.61,65.81,6.592
9.461,20.46,67.45,10.351
8.702,22.08,63.07,9.248
7.804,20.75,56.43,9.377
10.278,21.3,57.74,8.163
10.231,20.2,51.44,7.775
9.96,22.6,55.45,10.61
8.657,23.89,50.56,7.97
11.955,24.47,57.35,11.519
8.636,26.79,51.87,10.688
11.951,27.45,51.41,9.879
10.354,29.1,55.53,8.904
7.708,29.95,59.1,11.03
8.105,29.15,54.74,7.334
9.173,29.99,59.56,13.729
9.786,30.39,64.13,12.979
11.529,31.22,71.0,12.51
11.258,29.31,57.18,10.48
9.931,27.17,71.03,8.097
8.8,27.24,67.83,7.269
11.334,27.52,67.66,6.252
8.862,25.28,66.64,10.54
8.858,23.63,67.11,10.238
11.535,22.8,69.78,5.679
11.438,22.87,63.49,9.296
13.93,21.93,70.35,12.713
9.314,21.11,64.39,8.161
10.88,21.88,60.62,7.903
10.227,19.8,57.23,9.995
10.011,20.09,61.0,9.912
11.741,23.11,60.31,8.941
8.735,24.21,49.52,8.854
11.369,24.77,51.09,7.262
8.377,27.71,56.71,11.579
10.169,25.69,58.72,12.523
10.812,28.32,55.04,11.809
10.105,29.17,54.93,8.981
10.82,28.29,60.14,12.59
10.694,32.22,67.8,11.013
11.385,28.62,64.13,9.322
11.069,29.05,60.84,10.807
12.929,30.05,67.99,9.068
11.279,28.7,71.96,10.619
11.644,25.39,69.22,8.831
11.333,26.24,74.93,11.027
11.47,24.48,73.09,10.805
13.742,25.73,68.58,7.234
7.148,22.38,67.73,6.168
